nan,nan,1.143735134974122047e-03,4.184129461646080017e-02,6.493331491947174072e-02,8.182889223098754883e-02,9.106145799160003662e-02,9.755702316761016846e-02,1.029424518346786499e-01,1.081310808658599854e-01,1.130191013216972351e-01,1.143027618527412415e-01,1.179097965359687805e-01,1.196371242403984070e-01,1.225821077823638916e-01,1.230641454458236694e-01,1.271047741174697876e-01,1.300280988216400146e-01,1.348062008619308472e-01,1.386487483978271484e-01,1.435190886259078979e-01,1.483993083238601685e-01,1.569717675447463989e-01,1.633449345827102661e-01,1.726676374673843384e-01,1.857385486364364624e-01,2.011560648679733276e-01,2.228538244962692261e-01,2.582021355628967285e-01,3.227113187313079834e-01,5.000000000000000000e-01,1.032258033752441406e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,3.241695463657379150e-03,nan,6.239268928766250610e-02,nan,9.001826494932174683e-02,nan,1.009868085384368896e-01,nan,1.078687384724617004e-01,nan,1.129461675882339478e-01,nan,1.170372515916824341e-01,nan,1.241547614336013794e-01,nan,1.313713043928146362e-01,nan,1.395066082477569580e-01,nan,1.485096812248229980e-01,nan,1.638710349798202515e-01,nan,1.855135262012481689e-01,nan,2.235009074211120605e-01,nan,3.238539099693298340e-01,nan,1.031250000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,1.621609670110046864e-03,3.723164275288581848e-02,6.074791774153709412e-02,7.838883250951766968e-02,9.096099436283111572e-02,9.527379274368286133e-02,1.000316590070724487e-01,1.034183949232101440e-01,1.070737987756729126e-01,1.087134480476379395e-01,1.134814620018005371e-01,1.156389340758323669e-01,1.150118261575698853e-01,1.190468445420265198e-01,1.220003738999366760e-01,1.233561709523200989e-01,1.272299438714981079e-01,1.306434124708175659e-01,1.353710889816284180e-01,1.393960565328598022e-01,1.430794447660446167e-01,1.475078463554382324e-01,1.538232415914535522e-01,1.626091301441192627e-01,1.714599579572677612e-01,1.855006963014602661e-01,1.999939531087875366e-01,2.228350639343261719e-01,2.564483582973480225e-01,3.239417672157287598e-01,5.000000000000000000e-01,1.030303001403808594e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,1.920878887176513672e-03,nan,6.182268634438514709e-02,nan,8.848446607589721680e-02,nan,9.950593858957290649e-02,nan,1.046254187822341919e-01,nan,1.106370091438293457e-01,nan,1.147724092006683350e-01,nan,1.196364760398864746e-01,nan,1.242479011416435242e-01,nan,1.301770806312561035e-01,nan,1.388067603111267090e-01,nan,1.489067077636718750e-01,nan,1.624824255704879761e-01,nan,1.837947070598602295e-01,nan,2.227892130613327026e-01,nan,3.246290683746337891e-01,nan,1.029411792755126953e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,1.627743244171142578e-03,3.477527573704719543e-02,6.158532947301864624e-02,7.921918481588363647e-02,8.565963804721832275e-02,9.300156682729721069e-02,1.008336916565895081e-01,9.996700286865234375e-02,1.049260944128036499e-01,1.058340072631835938e-01,1.097390502691268921e-01,1.112783178687095642e-01,1.132404804229736328e-01,1.156709566712379456e-01,1.183474436402320862e-01,1.175943911075592041e-01,1.216473355889320374e-01,1.227369681000709534e-01,1.273099035024642944e-01,1.309754401445388794e-01,1.345553845167160034e-01,1.366907805204391479e-01,1.439983844757080078e-01,1.484106034040451050e-01,1.564525365829467773e-01,1.635849475860595703e-01,1.728591471910476685e-01,1.849185675382614136e-01,2.001514434814453125e-01,2.225250303745269775e-01,2.586586475372314453e-01,3.246760666370391846e-01,5.000000000000000000e-01,1.028571486473083496e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,1.890441286377608776e-03,nan,6.256639212369918823e-02,nan,8.643154054880142212e-02,nan,9.587538987398147583e-02,nan,1.044434383511543274e-01,nan,1.077924817800521851e-01,nan,1.127497553825378418e-01,nan,1.151478737592697144e-01,nan,1.182245537638664246e-01,nan,1.235656365752220154e-01,nan,1.296921521425247192e-01,nan,1.397625058889389038e-01,nan,1.469211578369140625e-01,nan,1.648717224597930908e-01,nan,1.848272085189819336e-01,nan,2.242751419544219971e-01,nan,3.245973289012908936e-01,nan,1.027777791023254395e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,1.786016975529491901e-03,3.932676836848258972e-02,6.045791506767272949e-02,7.632570713758468628e-02,8.450615406036376953e-02,9.165423363447189331e-02,9.502766281366348267e-02,1.004842221736907959e-01,1.029002442955970764e-01,1.029173657298088074e-01,1.081473454833030701e-01,1.093739420175552368e-01,1.100104972720146179e-01,1.116696074604988098e-01,1.126329079270362854e-01,1.161180585622787476e-01,1.170890778303146362e-01,1.203507110476493835e-01,1.213124692440032959e-01,1.239332556724548340e-01,1.262919604778289795e-01,1.309675425291061401e-01,1.332754790782928467e-01,1.380258798599243164e-01,1.430732905864715576e-01,1.488349139690399170e-01,1.541985124349594116e-01,1.625340282917022705e-01,1.731351763010025024e-01,1.853572577238082886e-01,2.005851417779922485e-01,2.233279049396514893e-01,2.568326592445373535e-01,3.248997330665588379e-01,5.000000000000000000e-01,1.027027010917663574e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,1.237323158420622349e-03,nan,5.961982905864715576e-02,nan,8.514943718910217285e-02,nan,9.501418471336364746e-02,nan,1.016744524240493774e-01,nan,1.033256053924560547e-01,nan,1.080361679196357727e-01,nan,1.116077080368995667e-01,nan,1.172573417425155640e-01,nan,1.181556582450866699e-01,nan,1.237588822841644287e-01,nan,1.305004507303237915e-01,nan,1.375212669372558594e-01,nan,1.482400447130203247e-01,nan,1.615518331527709961e-01,nan,1.862365454435348511e-01,nan,2.230979204177856445e-01,nan,3.251794278621673584e-01,nan,1.026315927505493164e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,1.612238236702978611e-03,3.482631221413612366e-02,6.236069649457931519e-02,7.717812806367874146e-02,8.415034413337707520e-02,8.963003754615783691e-02,9.445005655288696289e-02,9.824363142251968384e-02,9.729033708572387695e-02,1.022760868072509766e-01,1.043826863169670105e-01,1.065622195601463318e-01,1.071748286485671997e-01,1.087147817015647888e-01,1.093296110630035400e-01,1.111886352300643921e-01,1.136401146650314331e-01,1.144916415214538574e-01,1.179592981934547424e-01,1.196506470441818237e-01,1.211863011121749878e-01,1.227385550737380981e-01,1.254553496837615967e-01,1.313794702291488647e-01,1.337680965662002563e-01,1.399145424365997314e-01,1.415570676326751709e-01,1.492103040218353271e-01,1.551889777183532715e-01,1.623110920190811157e-01,1.725618541240692139e-01,1.848901510238647461e-01,1.999913454055786133e-01,2.241440266370773315e-01,2.580398619174957275e-01,3.251125812530517578e-01,5.000000000000000000e-01,1.025641083717346191e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,1.959012122824788094e-03,nan,5.769642069935798645e-02,nan,8.328910917043685913e-02,nan,9.325639903545379639e-02,nan,9.844283014535903931e-02,nan,1.019098758697509766e-01,nan,1.057530492544174194e-01,nan,1.089351549744606018e-01,nan,1.111008524894714355e-01,nan,1.159218847751617432e-01,nan,1.179157122969627380e-01,nan,1.219205409288406372e-01,nan,1.306913793087005615e-01,nan,1.388063877820968628e-01,nan,1.478426456451416016e-01,nan,1.619403958320617676e-01,nan,1.836835443973541260e-01,nan,2.230101972818374634e-01,nan,3.254369497299194336e-01,nan,1.025000095367431641e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
