n,k,avg_rprmax,avg_rppmax
37,30,0.009651133025929303,0.46980229280181707
37,32,0.011105029729151644,0.5758645425515478
37,34,0.013918105623750404,0.7683915267304812
37,36,0.023138422915024433,1.3727389418170295
38,2,0.0006286972957404844,0.002912713552081268
38,3,0.0036281147283148407,0.023281960911304828
38,4,0.005340406493246951,0.04345821391872988
38,5,0.0061484226002653545,0.060352762374404345
38,6,0.0064849552481077155,0.07434055402905905
38,7,0.006608585870746248,0.08649169497514189
38,8,0.00665325022403024,0.09776266693738163
38,9,0.006676395040359787,0.10873085469981698
38,10,0.006663384887752917,0.11904385824557184
38,11,0.006647473173571253,0.12919228852620737
38,12,0.006660541915659686,0.13984730770603818
38,13,0.00665320455582966,0.15002984299254282
38,14,0.006657805025670531,0.16043634777566826
38,15,0.006666442539356707,0.17092336085430898
38,16,0.006690603466137873,0.18182922723473713
38,17,0.006720239379223491,0.19293834667038484
38,18,0.006764721139344726,0.20456552930178473
38,19,0.006823015165141564,0.21674914405872237
38,20,0.00688946661883746,0.22936499854507303
38,21,0.006973575000429029,0.2427875541852738
38,22,0.007073697995923683,0.2570401377473993
38,23,0.007190973540870163,0.2722424025602557
38,24,0.007330036583061266,0.2886607216777542
38,25,0.007492887457103627,0.30648125231248863
38,26,0.00768584552648542,0.32608901451136046
38,27,0.007913483915118525,0.34783140544819924
38,28,0.008184095864572732,0.37225770903903965
38,29,0.008508653436100081,0.40009968476990504
38,30,0.008901680592978916,0.43233770850280484
38,31,0.009388138549767012,0.4705839458953004
38,32,0.010003680022102421,0.5171866296535487
38,33,0.01080961507380399,0.5761458311758658
38,34,0.011916676739569834,0.6546964876899641
38,35,0.013556180718801731,0.7679592610765555
38,36,0.016323309117892024,0.955002195765515
38,37,0.022552355737407145,1.3707059918148305
39,2,0.0005888380654523602,0.002726167549648567
39,4,0.005256195471202169,0.04274223112256924
39,6,0.006259727074920396,0.07169689635172458
39,8,0.006429423947576909,0.09438880428944749
39,10,0.006450983280629474,0.11514301124305348
39,12,0.006429757054438624,0.1348698729746608
39,14,0.0064204635578550846,0.1545599423060136
39,16,0.006444968225729481,0.17496871553528068
39,18,0.006504980928580689,0.19649353889861404
39,20,0.0066084755058419,0.2197532828408773
39,22,0.006760752617723321,0.24536110221613966
39,24,0.006979222491477868,0.2744747878827087
39,26,0.007279631578700825,0.3083963311992579
39,28,0.00769412698165795,0.34938357440882983
39,30,0.008277215602527112,0.40121102913588774
39,32,0.009139450672076032,0.47131917297062814
39,34,0.010529802032323293,0.5764047250127342
39,36,0.013213064513233386,0.7675492955022953
39,38,0.021996050941915847,1.3687821803006763
40,2,0.0005524268144638718,0.002555921658265243
40,3,0.003400887961614992,0.021793399183677283
40,4,0.0051535893222274054,0.04187876041997239
40,5,0.005829352248565944,0.057132696357352616
40,6,0.006021457755820795,0.06891005059147222
40,7,0.006165685984544202,0.0805562768587884
40,8,0.006235545133332765,0.09146612356946668
40,9,0.006253007940721071,0.10165497617458719
40,10,0.006243702896922911,0.11134503550901353
40,11,0.00622696880725313,0.12079790462219071
40,12,0.006221838006944502,0.1303895656090705
40,13,0.006217160401998033,0.1399289093871087
40,14,0.00619897480224246,0.14908500279463466
40,15,0.006211149362345847,0.15893224033005543
40,16,0.006216145080730312,0.16858852598993648
40,17,0.006238147730379187,0.17872335831133096
40,18,0.006264159331174207,0.18902225346046492
40,19,0.006301576837247446,0.19974298176887034
40,20,0.006349549449814217,0.21091175129255207
40,21,0.006407754307357653,0.22256772300139663
40,22,0.006478786085856658,0.2348548366243543
40,23,0.006562503110719974,0.2478283085797861
40,24,0.006663443690548496,0.2617285438065876
40,25,0.006780578163921083,0.2765939342222695
40,26,0.006917062828966586,0.2926360778847318
40,27,0.007076731520548901,0.31011651274287677
40,28,0.007264509355249536,0.32937128385789033
40,29,0.007485785167005278,0.3507899932816315
40,30,0.007746555148662302,0.3748270495926354
40,31,0.00805891505650404,0.4022860940683996
40,32,0.00843727026060675,0.43417163393927183
40,33,0.00890384867196733,0.4720082035254404
40,34,0.009493663205589002,0.5181857803793964
40,35,0.0102643838308386,0.5766438475641491
40,36,0.011322129288765867,0.6546172281012951
40,37,0.012887242692712516,0.7671557658299246
40,38,0.015527111613739887,0.9531737924529027
40,39,0.021467269041333305,1.366958948674814
41,2,0.0005190895575626335,0.0024001901119526186
41,4,0.004762093524048112,0.038664548714524676
41,6,0.005902165187657247,0.06749748440556551
41,8,0.0060523287965731885,0.088708292667267
41,10,0.006047872247854538,0.10776254673810044
41,12,0.006030894183506734,0.12627954797707025
41,14,0.006004373465995481,0.14427658346279265
41,16,0.006011476322165732,0.16288654351457685
41,18,0.006040216739460027,0.1820858771734892
41,20,0.006110627541900253,0.20276646686731686
41,22,0.006218931295499923,0.22518931761325747
41,24,0.006375997611575498,0.25014631790178676
41,26,0.006591631548193928,0.2785160365524103
41,28,0.006886203735850677,0.3117837412028762
41,30,0.0072886252835922235,0.35211064543467885
41,32,0.007851936075313495,0.4032908268687395
41,34,0.008680348780086453,0.47265683789000273
41,36,0.010012216540698688,0.576862037735676
41,38,0.012577457698173505,0.7667795414483204
41,40,0.020963991358017756,1.3652286103996671
42,2,0.000488500690978042,0.00225742047679699
42,3,0.003450614104127945,0.022085974718361344
42,4,0.004834938904749474,0.03923507833636235
42,5,0.005446971150134503,0.05330694848892488
42,6,0.005708235726441892,0.0652313741980204
42,7,0.005839814960577631,0.07618552942607934
42,8,0.005879449272661362,0.08610961852851981
42,9,0.005880217869440325,0.09544239971598616
42,10,0.005882545824601225,0.10473591592137424
42,11,0.0058616401053845435,0.11352449416635166
42,12,0.0058422727192714,0.12222902185501269
42,13,0.0058350403421956985,0.13110374248157483
42,14,0.005814980660896671,0.139606753046315
42,15,0.005812380370124074,0.1484630366846842
42,16,0.005814026193000508,0.1573967554330413
42,17,0.0058208253126615945,0.16645688435916395
42,18,0.005835519321718901,0.1757532342641721
42,19,0.005855687623954243,0.1852471366067932
42,20,0.005889338682362335,0.195233913039318
42,21,0.005930755008878965,0.20557703923301807
42,22,0.005978915038430831,0.21627625133683948
42,23,0.006041715304962085,0.2276646964055229
42,24,0.006113458376976881,0.23958496488636669
42,25,0.006198290420543418,0.2522499506708541
42,26,0.006298229103629023,0.26580710634855176
42,27,0.006413734781437341,0.28034741722462586
42,28,0.00654912811385207,0.2961417604644162
42,29,0.006705466168420009,0.3133333900111511
42,30,0.006888219686234617,0.3322885636651284
42,31,0.007101813630497188,0.35335549872666067
42,32,0.007354247790077148,0.37709740893101806
42,33,0.007655534534549721,0.40423768702495194
42,34,0.008019552531305013,0.435779913793649
42,35,0.008467973498907768,0.4732651047339333
42,36,0.009033778999097939,0.5190464331489334
42,37,0.009772455662120254,0.5770691495259654
42,38,0.010785192759920887,0.6545284221300676
42,39,0.01228254715632848,0.766419811919044
42,40,0.01480667807775054,0.9515198585070065
42,41,0.02048439333773529,1.363584242690033
43,2,0.00046037576967870885,0.0021262584700391654
